"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.07189988,-0.254994482,-0.0155384792,0.0465832129
4.08185788,-0.278097123,-0.0278132558,0.0346786194
4.09181488,-0.293625504,-0.0331909768,0.0214837212
4.10177288,-0.297178954,-0.036456544,0.00740252249
4.11172988,-0.280259073,-0.0360128619,0.00162772404
4.12168788,-0.248828456,-0.0268638376,-0.00226129009
4.13164588,-0.198812693,-0.00164237141,-0.00944223721
4.14160287,-0.147407562,0.0269077811,-0.0137483031
4.15156088,-0.10590779,0.0530395173,-0.0131733259
4.16151788,-0.0725309253,0.0744635835,-0.0129578765
4.17147588,-0.0541215576,0.0822330862,-0.0131150028
4.18143388,-0.0578683577,0.0868289024,-0.0131954309
4.19139088,-0.07635203,0.0834200606,-0.0199537352
4.20134888,-0.10158921,0.0647228062,-0.0255298615
4.21130588,-0.135688052,0.0549908131,-0.0228869393
4.22126388,-0.162457615,0.0483462289,-0.018861305
4.23122088,-0.175367296,0.053865362,-0.0151254237
4.24117888,-0.172480419,0.0703617781,-0.0117232352
4.25113688,-0.150001749,0.0905304328,-0.013991449
4.26109388,-0.126266599,0.101192132,-0.0142236771
4.27105188,-0.114099406,0.102476306,-0.0118619855
4.28100863,-0.104110956,0.0907072648,-0.0137192747
4.29096663,-0.101719439,0.0776460618,-0.0117064575
4.30092463,-0.10271173,0.0573570319,-0.00713860337
4.31088163,-0.100714363,0.0293682758,0.00117898139
4.32083963,-0.0919408426,-0.000356597273,0.00751384255
4.33079663,-0.0766748041,-0.0395865589,0.0151451305
4.34075463,-0.0731868595,-0.0539833419,0.0193920732
4.35071263,-0.0771978498,-0.0643664747,0.0223540422
4.36066963,-0.0834480226,-0.0807587579,0.0308649708
4.37062763,-0.080005087,-0.0794791132,0.0440252498
4.38058463,-0.0633946881,-0.0549071915,0.0567740649
4.39054263,-0.0292878468,-0.0144985151,0.064326793
4.40050063,0.0144170225,0.0184213519,0.0704478025
4.41045763,0.0500578396,0.0464087762,0.0674067363
4.42041563,0.0874835104,0.0536533743,0.0531894527
4.43037263,0.119829729,0.0366847776,0.0255751349
4.44033063,0.150614277,0.0147017147,-0.00537852012
4.45028863,0.185821533,0.00358115276,-0.0301291402
4.46024563,0.231746674,-0.00086046732,-0.0538744181
4.47020363,0.274754345,-0.00977619831,-0.0749639869
4.48016063,0.303209662,-0.0148156974,-0.103100821
4.49011863,0.319209427,-0.0353129841,-0.138866276
4.50007663,0.321355134,-0.0494911186,-0.173021853
4.51003363,0.302909017,-0.0257916488,-0.186787993
4.51999163,0.286608607,0.0270590484,-0.197030514
4.52994863,0.274425447,0.0583764911,-0.210236862
4.53990663,0.248244166,0.0550105199,-0.223251194
4.54986463,0.18547745,0.0221878607,-0.23088941
4.55982163,0.0846757367,-0.0183760785,-0.231947213
4.56977963,-0.0498221517,-0.047058057,-0.232724592
4.57973663,-0.165205732,-0.0780495256,-0.249249771
4.58969463,-0.224298611,-0.117224097,-0.282960862
4.59965163,-0.210552171,-0.161173716,-0.324175686
4.60960963,-0.143790454,-0.186983466,-0.362442374
4.61956763,-0.046093192,-0.181427047,-0.386377543
4.62952463,0.0633579344,-0.151911497,-0.400810003
4.63948263,0.163881883,-0.0823670477,-0.399532497
4.64944063,0.233498245,0.0211795866,-0.381057322
4.65939763,0.270174235,0.144940943,-0.352930635
4.66935563,0.286921263,0.256760955,-0.334882379
4.67931263,0.290178299,0.324143976,-0.333942562
4.68927063,0.287494898,0.373593569,-0.338390291
4.69922763,0.282121956,0.37682718,-0.323471278
4.70918563,0.278332293,0.340500325,-0.30322513
4.71914363,0.270082891,0.294839352,-0.292853713
4.72910063,0.25012064,0.245635331,-0.281932354
4.73905863,0.192966789,0.190503627,-0.27484861
4.74901563,0.100459233,0.137173563,-0.268725991
4.75897363,-0.0204059388,0.0848072991,-0.261636406
4.76893163,-0.1525978,0.0250891075,-0.252121985
4.77888863,-0.283328116,-0.0490298606,-0.243164718
4.78884663,-0.395493537,-0.112570755,-0.225244045
4.79880363,-0.467071593,-0.162091166,-0.211676568
4.80876163,-0.490335077,-0.203437537,-0.201229244
4.81871963,-0.465731472,-0.230161831,-0.191590741
4.82867663,-0.387165308,-0.229646772,-0.173949152
4.83863463,-0.282176286,-0.222601116,-0.155886531
4.84859163,-0.18208459,-0.206933469,-0.133207589
