"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
42.5871358,-0.0734720634,-1.73669403,-8.55582927
42.5970938,-0.213682498,-1.8137574,-8.59144302
42.6070508,-0.239569804,-1.83306065,-8.66551363
42.6170088,-0.177769473,-1.86583128,-8.89356134
42.6269668,-0.0788590172,-1.88124395,-9.2905499
42.6369248,-0.0805050308,-1.85430919,-9.78779566
42.6468828,-0.0746691643,-1.68372232,-10.2606505
42.6568408,-0.0882861862,-1.41257898,-10.7185416
42.6667988,-0.1798644,-1.19844757,-11.1405196
42.6767558,-0.296581731,-0.999579193,-11.4050789
42.6867138,-0.373345821,-0.799214442,-11.4760071
42.6966718,-0.493205542,-0.590170709,-11.4632879
42.7066298,-0.625036271,-0.307505276,-11.468226
42.7165878,-0.644788435,-0.0255880302,-11.5975128
42.7265458,-0.36840778,0.0607528671,-11.7401175
42.7365038,0.0840963333,-0.00418985291,-11.7622638
42.7464618,0.287004924,0.0418985291,-11.6251958
42.7564188,0.214729961,0.250044436,-11.423185
42.7663768,0.0408510658,0.359429524,-11.1975315
42.7763348,-0.150385792,0.387860669,-10.953323
42.7862928,-0.295085355,0.31408933,-10.6666173
42.7962508,-0.500537785,0.194528885,-10.5729442
42.8062088,-0.57640405,0.237474877,-10.9639472
42.8161668,-0.38965632,0.295683905,-11.7199164
42.8261238,-0.0586579407,0.486920763,-12.5243682
42.8360818,0.142604636,0.807594147,-13.0409172
42.8460398,0.198419463,1.09415016,-13.1253128
42.8559978,0.222211842,1.28149644,-12.7404449
42.8659558,0.253486101,1.35062901,-11.9077116
42.8759138,0.325761063,1.2729671,-10.7574473
42.8858718,0.3971382,1.11390232,-9.5706715
42.8958298,0.371400533,0.871938317,-8.54909558
42.9057868,0.286256736,0.582988104,-7.84175863
42.9157448,0.179265849,0.390853421,-7.42845956
42.9257028,-0.0155623108,0.253037188,-7.30710347
42.9356608,-0.224456406,0.131681091,-7.4684128
42.9456188,-0.47524903,0.0276829567,-7.77127931
42.9555768,-0.73247607,-0.0435445427,-7.97493609
42.9655348,-1.00182376,-0.114472767,-8.02865599
42.9754928,-1.25141928,-0.116717331,-7.90191294
42.9854498,-1.51942023,-0.0846948837,-7.69945326
42.9954078,-1.6876129,-0.0861912598,-7.61131672
43.0053658,-1.75390235,-0.110133276,-7.64423699
43.0153238,-1.66801037,-0.0410007034,-7.86405463
43.0252818,-1.40000942,0.0260369431,-8.2320135
43.0352398,-1.11899,0.0962169792,-8.73943461
43.0451978,-0.797867703,0.186598092,-9.11592282
43.0551558,-0.408809933,0.365115753,-9.48029039
43.0651128,-0.0225952782,0.503829812,-9.83193876
43.0750708,0.229244809,0.607977584,-10.0581908
43.0850288,0.368557418,0.674865593,-10.1152027
43.0949868,0.490063152,0.623988808,-9.98786114
43.1049448,0.602889906,0.463128384,-9.83448259
43.1149028,0.637007279,0.189441206,-9.70893664
43.1248608,0.615609102,-0.056263739,-9.54074398
43.1348178,0.528669654,-0.266205297,-9.34786111
43.1447758,0.417937827,-0.470909539,-9.20420901
43.1547339,0.358681336,-0.633715252,-9.04843626
43.1646919,0.315585706,-0.816273129,-8.88443345
43.1746499,0.310797303,-0.959027402,-8.7859719
43.1846079,0.322020123,-1.07335053,-8.77265416
43.1945659,0.338929173,-1.12497551,-8.82353094
